predict_type,known_columns,num_known_columns,secret_column,predicted_value,true_value,prediction,base_confidence,attack_confidence
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[31.6, 35.25)",False,0.69,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[60.8, 64.45)","[42.55, 46.2)",False,,0.967
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[38.9, 42.55)","[35.25, 38.9)",False,0.22,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[20.65, 24.3)","[31.6, 35.25)",False,,0.992
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[24.3, 27.95)","[31.6, 35.25)",False,0.65,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[68.1, 71.75)","[42.55, 46.2)",False,,0.927
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[24.3, 27.95)","[27.95, 31.6)",False,0.36,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[49.85, 53.5)","[38.9, 42.55)",False,,0.996
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[24.3, 27.95)","[27.95, 31.6)",False,0.24,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[20.65, 24.3)","[17.0, 20.65)",False,,0.994
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[38.9, 42.55)","[42.55, 46.2)",False,0.26,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[42.55, 46.2)",False,,0.924
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[24.3, 27.95)","[60.8, 64.45)",False,0.31,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[31.6, 35.25)","[53.5, 57.15)",False,,0.927
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[42.55, 46.2)","[31.6, 35.25)",False,0.33,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[31.6, 35.25)","[20.65, 24.3)",False,,0.997
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[35.25, 38.9)","[38.9, 42.55)",False,0.55,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[17.0, 20.65)","[17.0, 20.65)",True,,0.912
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[64.45, 68.1)","[57.15, 60.8)",False,0.45,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[53.5, 57.15)",False,,0.919
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[27.95, 31.6)",True,0.44,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[31.6, 35.25)",False,,0.855
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[35.25, 38.9)","[42.55, 46.2)",False,0.66,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[27.95, 31.6)",True,,0.999
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[27.95, 31.6)",True,0.22,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[31.6, 35.25)","[20.65, 24.3)",False,,0.998
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[60.8, 64.45)","[46.2, 49.85)",False,0.64,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[42.55, 46.2)",False,,1.0
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[38.9, 42.55)","[24.3, 27.95)",False,0.41,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[42.55, 46.2)","[27.95, 31.6)",False,,0.992
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[49.85, 53.5)","[35.25, 38.9)",False,0.54,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[24.3, 27.95)",False,,0.926
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[42.55, 46.2)","[46.2, 49.85)",False,0.28,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[64.45, 68.1)",False,,0.922
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[35.25, 38.9)","[42.55, 46.2)",False,0.33,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[31.6, 35.25)","[24.3, 27.95)",False,,0.98
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[49.85, 53.5)","[68.1, 71.75)",False,0.39,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[35.25, 38.9)","[27.95, 31.6)",False,,0.991
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[57.15, 60.8)","[42.55, 46.2)",False,0.43,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[31.6, 35.25)","[27.95, 31.6)",False,,0.998
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[27.95, 31.6)",True,0.4,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[20.65, 24.3)","[35.25, 38.9)",False,,1.0
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[24.3, 27.95)",False,0.19,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[24.3, 27.95)","[35.25, 38.9)",False,,0.996
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[20.65, 24.3)","[27.95, 31.6)",False,0.54,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[68.1, 71.75)","[35.25, 38.9)",False,,0.922
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[31.6, 35.25)","[20.65, 24.3)",False,0.63,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[17.0, 20.65)","[27.95, 31.6)",False,,0.995
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[53.5, 57.15)","[38.9, 42.55)",False,0.64,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[38.9, 42.55)","[27.95, 31.6)",False,,0.927
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[42.55, 46.2)","[42.55, 46.2)",True,0.4,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[31.6, 35.25)","[17.0, 20.65)",False,,0.995
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[53.5, 57.15)","[53.5, 57.15)",True,0.21,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[53.5, 57.15)","[27.95, 31.6)",False,,0.568
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[24.3, 27.95)","[24.3, 27.95)",True,0.66,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[46.2, 49.85)","[42.55, 46.2)",False,,0.979
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[57.15, 60.8)","[46.2, 49.85)",False,0.45,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[38.9, 42.55)","[27.95, 31.6)",False,,0.985
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[20.65, 24.3)","[27.95, 31.6)",False,0.67,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[24.3, 27.95)","[35.25, 38.9)",False,,1.0
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[17.0, 20.65)","[17.0, 20.65)",True,0.89,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[42.55, 46.2)","[17.0, 20.65)",False,,0.996
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[31.6, 35.25)","[46.2, 49.85)",False,0.4,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[31.6, 35.25)","[27.95, 31.6)",False,,0.995
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[20.65, 24.3)","[20.65, 24.3)",True,0.79,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[17.0, 20.65)","[42.55, 46.2)",False,,0.974
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[35.25, 38.9)","[46.2, 49.85)",False,0.39,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[17.0, 20.65)","[20.65, 24.3)",False,,0.982
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[20.65, 24.3)","[38.9, 42.55)",False,0.56,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[17.0, 20.65)",False,,0.997
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[49.85, 53.5)","[49.85, 53.5)",True,0.86,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[17.0, 20.65)","[17.0, 20.65)",True,,0.992
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[71.75, 75.4)","[71.75, 75.4)",True,0.49,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[20.65, 24.3)","[42.55, 46.2)",False,,0.994
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[35.25, 38.9)","[49.85, 53.5)",False,0.49,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[31.6, 35.25)","[31.6, 35.25)",True,,1.0
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[38.9, 42.55)","[38.9, 42.55)",True,0.39,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[20.65, 24.3)","[35.25, 38.9)",False,,0.997
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[24.3, 27.95)","[27.95, 31.6)",False,0.35,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[42.55, 46.2)",False,,0.979
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[24.3, 27.95)","[60.8, 64.45)",False,0.28,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[57.15, 60.8)","[46.2, 49.85)",False,,1.0
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[27.95, 31.6)","[31.6, 35.25)",False,0.42,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[57.15, 60.8)","[35.25, 38.9)",False,,0.995
base,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[42.55, 46.2)","[49.85, 53.5)",False,0.24,
attack,"[""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""fnlwgt"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,age__discretized,"[46.2, 49.85)","[64.45, 68.1)",False,,0.998
